"Subject","Activity","tBa-X-Mean","tBa-Y-Mean","tBa-Z-Mean","tBa-X-Std","tBa-Y-Std","tBa-Z-Std","tGa-X-Mean","tGa-Y-Mean","tGa-Z-Mean","tGa-X-Std","tGa-Y-Std","tGa-Z-Std","tBaJ-X-Mean","tBaJ-Y-Mean","tBaJ-Z-Mean","tBaJ-X-Std","tBaJ-Y-Std","tBaJ-Z-Std","tBg-X-Mean","tBg-Y-Mean","tBg-Z-Mean","tBg-X-Std","tBg-Y-Std","tBg-Z-Std","tBgJ-X-Mean","tBgJ-Y-Mean","tBgJ-Z-Mean","tBgJ-X-Std","tBgJ-Y-Std","tBgJ-Z-Std","tBaM-Mean","tBaM-Std","tGaM-Mean","tGaM-Std","tBaJM-Mean","tBaJM-Std","tBgM-Mean","tBgM-Std","tBgJM-Mean","tBgJM-Std","fBa-X-Mean","fBa-Y-Mean","fBa-Z-Mean","fBa-X-Std","fBa-Y-Std","fBa-Z-Std","fBa-F-X-Mean","fBa-F-Y-Mean","fBa-F-Z-Mean","fBaJ-X-Mean","fBaJ-Y-Mean","fBaJ-Z-Mean","fBaJ-X-Std","fBaJ-Y-Std","fBaJ-Z-Std","fBaJ-F-X-Mean","fBaJ-F-Y-Mean","fBaJ-F-Z-Mean","fBg-X-Mean","fBg-Y-Mean","fBg-Z-Mean","fBg-X-Std","fBg-Y-Std","fBg-Z-Std","fBg-F-X-Mean","fBg-F-Y-Mean","fBg-F-Z-Mean","fBaM-Mean","fBaM-Std","fBBaJM-Mean","fBBaJM-Std","fBBgM-Mean","fBBgM-Std","fBBgJM-Mean","fBBgJM-Std","V-tBa-G-Mean","V-tBaJ-G-Mean","V-tBg-G-Mean","V-tBgJ-G-Mean","V-G-X-Mean","V-G-Y-Mean","V-G-Z-Mean"
" 7","Walking Upstairs","0.24870692","-0.0275639006","-0.143769689","-0.2948729745","-0.3261600225","-0.1456650256"," 0.81874656","-0.2409509441","-0.4035997096","-0.93282305","-0.93977426","-0.88167591","0.072464994","-8.1238708e-04","-7.4519667e-05","-0.4151531159","-0.5198975957","-0.607808436","-0.1387781080","-0.0024716197"," 0.13921707151","-0.363853237","-0.5729968208","-0.348980051","-0.085664087","-0.048221911","-0.0724517478","-0.616812659","-0.671243740","-0.6821841757","-0.19807443798","-0.334744607","-0.19807443798","-0.334744607","-0.4586952324","-0.471265711","-0.2390991656","-0.418144852","-0.661969772","-0.676428073","-0.336199426","-0.3815905231","-0.317461021","-0.2798700862","-0.3410255529","-0.124912269","-0.43268459020","-0.1350791768","-0.27373052136","-0.4546478820","-0.5370756700","-0.581764527","-0.4269740257","-0.5341913025","-0.6319196088","-0.3911825496","-4.2531382e-01","-0.6275554737","-0.383889343","-0.567920266","-0.408150267","-0.36863696","-0.579964615","-0.393062891","-0.3293459366","-0.0541175360","-0.34610557525","-0.3786187616","-0.41530710667","-0.4547832475","-0.497441363","-0.53398294588","-0.444994482","-0.673327282","-0.704090968"," 1.7579969e-02"," 0.01400263457"," 0.10610440686","-1.1769730e-01","-0.51931238"," 2.4869924e-01"," 0.31206160325"
" 8","Walking Upstairs","0.25888015","-0.0282415136","-0.115122120","-0.1717121746"," 0.3487687332"," 0.1211872788"," 0.86036872","-0.2913414917","-0.1923069606","-0.92667329","-0.93103207","-0.87616893","0.081381681"," 1.4120592e-02","-6.7458392e-02","-0.1866188953","-0.0123501105","-0.447518179"," 0.1927044760","-0.2042053561","-0.07245460258","-0.367428367","-0.0666980861"," 0.337526477","-0.155445674","-0.027919577","-0.0534090382","-0.405070692","-0.424675673","-0.4303666588"," 0.12102662920","-0.227200254"," 0.12102662920","-0.227200254","-0.1414946135","-0.228296364"," 0.1664479910","-0.109327924","-0.400664014","-0.493975032","-0.166411065"," 0.2634313999","-0.072949694","-0.1752849902"," 0.3054014600"," 0.133766194","-0.29011782780","-0.1002544059","-0.19185265644","-0.2002772492","-0.0257952591","-0.386655804","-0.2473366180","-0.0700821464","-0.5082483168","-0.1159895647","-3.4402993e-01","-0.3687830122","-0.240260762","-0.113162144"," 0.165974187","-0.40995558","-0.047880251"," 0.263202878","-0.2210449792","-0.1844037555","-0.29623466650","-0.1302645191","-0.40928285171","-0.1318505675","-0.379266500","-0.22961095261","-0.183325647","-0.463270578","-0.575733291"," 7.6726788e-02","-0.09793357807","-0.38930512034"," 6.6377528e-02","-0.61393521"," 2.8592280e-01"," 0.16069739036"
" 9","Walking Upstairs","0.26243648","-0.0195101100","-0.125219004","-0.3614443776","-0.3022062038","-0.2534340835"," 0.90264778","-0.0377947824","-0.2660098669","-0.95438356","-0.90131732","-0.89407108","0.069226625"," 1.2661222e-03"," 7.6604660e-03","-0.3352916447","-0.5861470122","-0.647296002","-0.1639671900","-0.0412587910"," 0.14569462592","-0.343976631","-0.4008590680","-0.138176481","-0.068468959","-0.030279745","-0.0236327911","-0.660419534","-0.708604775","-0.6571142012","-0.26072758143","-0.400222037","-0.26072758143","-0.400222037","-0.4406675402","-0.445485398","-0.0833234490","-0.425839761","-0.672840562","-0.748651256","-0.342735953","-0.4050227982","-0.384710423","-0.3698157773","-0.2976410628","-0.244081808","-0.34121967872","-0.2470861515","-0.21520399282","-0.4020447504","-0.6084985920","-0.615125711","-0.3274219896","-0.5901129165","-0.6778310829","-0.4272110882","-5.2927597e-01","-0.5470222163","-0.313941631","-0.499159203","-0.327698671","-0.36162638","-0.352033092","-0.165554554","-0.2848817685","-0.4149463402","-0.50749086673","-0.3728903490","-0.50992946143","-0.4195331086","-0.484935752","-0.53148269388","-0.456841325","-0.734159449","-0.787781591"," 1.2915396e-01"," 0.00188403498"," 0.09314794571"," 1.0929784e-03","-0.70479391"," 1.0937556e-01"," 0.21233293214"
"10","Walking Upstairs","0.26712185","-0.0143854920","-0.118180421","-0.1615919242","-0.0055528769","-0.0738744931"," 0.93186103","-0.0565670279"," 0.0227527702","-0.95921607","-0.93703942","-0.86474584","0.064882930"," 2.6631428e-02","-5.1337583e-02","-0.1872201755","-0.1778030834","-0.607520480"," 0.0733447168","-0.0954600216"," 0.08796641830","-0.308534708"," 0.0411724669","-0.320509332","-0.157212539","-0.037234852","-0.0365021738","-0.427291344","-0.604629058","-0.4822447994","-0.02666232948","-0.211537480","-0.02666232948","-0.211537480","-0.2620380424","-0.226010198"," 0.0438573847","-0.113062674","-0.523462969","-0.618272355","-0.139410791","-0.0390688222","-0.301206408","-0.1719573494","-0.0516284696","-0.034234723","-0.30039092715","-0.0035449233","-0.28996941904","-0.2012143222","-0.2068728392","-0.553230667","-0.2475983209","-0.2027961291","-0.6628941353","-0.2303375140","-3.7085483e-01","-0.3285833085","-0.218524717","-0.235858986","-0.262763367","-0.34130162"," 0.171735785","-0.403822083","-0.2357650467","-0.4214287227","-0.13547869727","-0.1668667216","-0.36143753468","-0.1535531474","-0.334365044","-0.26537168915","-0.166969378","-0.600582998","-0.671290562"," 1.1029366e-01","-0.00753000247","-0.26360386902"," 1.5363746e-01","-0.79228952"," 1.2184087e-01"," 0.00579155151"
"11","Walking Upstairs","0.26377586","-0.0303157822","-0.106797216","-0.2388029590","-0.1031675019","-0.2033693992"," 0.89262616","-0.3435769248"," 0.1466337471","-0.95346311","-0.92436083","-0.90693317","0.096856168","-1.3262529e-02","-1.5146390e-02","-0.4529616835","-0.4281192298","-0.785359167","-0.0820909702","-0.0566928809"," 0.06380543800","-0.501331630","-0.2820445396","-0.694658852","-0.064524541","-0.071983469","-0.0460761496","-0.660431336","-0.809459437","-0.7771733885","-0.13259462376","-0.289592148","-0.13259462376","-0.289592148","-0.5095877013","-0.490485807","-0.2550483369","-0.377909862","-0.757314814","-0.801127040","-0.355348902","-0.2546452069","-0.551742084","-0.1987336556","-0.0885048146","-0.113701770","-0.52447937047","-0.1892321588","-0.48654989722","-0.4959273717","-0.4553179170","-0.765387906","-0.4582550213","-0.4372763285","-0.8038450870","-0.4469923548","-4.6164107e-01","-0.4824971198","-0.471782782","-0.581167154","-0.674671879","-0.51781165","-0.153787851","-0.729928729","-0.2450403985","-0.6355319169","-0.18332837780","-0.3360610274","-0.37602787889","-0.4759285017","-0.513703461","-0.55009966000","-0.381223383","-0.795986114","-0.822428719","-1.6857557e-02","-0.06329036816","-0.00955657778","-7.0859017e-02","-0.64545365"," 3.2142829e-01","-0.08053769367"
"12","Walking Upstairs","0.27297034","-0.0263574903","-0.107339730","-0.2901491923","-0.1038182598","-0.4366974256"," 0.93837147","-0.2591442027","-0.0702503821","-0.96024629","-0.94137835","-0.93807118","0.072866081","-6.8949489e-03"," 9.0666279e-03","-0.3598569721","-0.3113289911","-0.719336353","-0.0931234102","-0.0411314519"," 0.08980227577","-0.526659296","-0.5229497983","-0.349614606","-0.045563887","-0.033540657","-0.0653167292","-0.549999188","-0.761195613","-0.6064120965","-0.22918392712","-0.285844036","-0.22918392712","-0.285844036","-0.4324693010","-0.329827968","-0.3165615860","-0.525686949","-0.674972132","-0.713406712","-0.321447925","-0.1683415199","-0.560841213","-0.2789297481","-0.1301755590","-0.418599992","-0.42023563923","-0.1052696539","-0.21721698716","-0.3858437542","-0.3330775910","-0.687929869","-0.3906012200","-0.3359263813","-0.7501148560","-0.3312475404","-3.8024990e-01","-0.3234463771","-0.426360332","-0.604711316","-0.406080936","-0.56046296","-0.483918391","-0.396095719","-0.1583141607","-0.3511279765","-0.22454187967","-0.2900054187","-0.39528513096","-0.3208844625","-0.346565142","-0.59403251519","-0.564435087","-0.714332592","-0.733130764"," 5.2339373e-02"," 0.03885682731"," 0.09590642654","-8.9994721e-02","-0.74068826"," 2.6118519e-01"," 0.07057482154"
"13","Walking Upstairs","0.25820394","-0.0277392254","-0.125767266","-0.2962845975"," 0.1044707738","-0.2172105681"," 0.84763431","-0.3574045016","-0.2075071706","-0.94644150","-0.92205497","-0.91027110","0.069244207","-1.2800976e-03","-2.5412630e-02","-0.4873255398","-0.3233339322","-0.660921264","-0.1382937623"," 0.0038196691"," 0.11667956326","-0.541066687","-0.4035721696","-0.211805112","-0.066481718","-0.045305195","-0.0661653916","-0.631037584","-0.678805916","-0.5508803469","-0.10115350174","-0.326339622","-0.10115350174","-0.326339622","-0.4561904540","-0.451225931","-0.2371829581","-0.415658606","-0.631964902","-0.669216383","-0.382460736","-0.0636564766","-0.404785240","-0.2660812924"," 0.1146567096","-0.184842228","-0.48008006036","-0.2471656377","-0.28517728867","-0.5062121356","-0.3689961791","-0.631496434","-0.5143377595","-0.3194004110","-0.6892357789","-0.3233442326","-5.8602241e-01","-0.5040029044","-0.482113008","-0.492176105","-0.255338946","-0.56291100","-0.364283259","-0.272525012","-0.2111944985","-0.2933832239","-0.24072082300","-0.3675228009","-0.40906551636","-0.4251000065","-0.491090809","-0.48547730891","-0.470770800","-0.656088544","-0.712261500"," 1.3442705e-02"," 0.04364856180"," 0.14650093600","-3.3589685e-02","-0.56014036"," 3.3094583e-01"," 0.16901952840"
"14","Walking Upstairs","0.26242107","-0.0204388180","-0.112279689","-0.3093967176"," 0.3071955330"," 0.6090178791"," 0.68825612","-0.3226803648","-0.4950887204","-0.92852364","-0.90723143","-0.87545082","0.080330302","-1.8313116e-02"," 3.4419949e-03","-0.3687804189","-0.3364271812","-0.327868814"," 0.0813841685","-0.1234995700","-0.04413818867","-0.454283338"," 0.4765187144"," 0.564875818","-0.128266668","-0.020774973","-0.0137237620","-0.646611034","-0.371479721","-0.3598166267"," 0.14010820405","-0.019768669"," 0.14010820405","-0.019768669","-0.2836638359","-0.337086267"," 0.3657794194"," 0.299975980","-0.399921950","-0.485819294","-0.323508442"," 0.0163939235"," 0.191693743","-0.3049802480"," 0.3560727720"," 0.687124164","-0.38913355954","-0.3665431219","-0.36787718930","-0.3834971470","-0.3476066396","-0.264008468","-0.4109678704","-0.3715724731","-0.3910778731","-0.2639350570","-4.8734793e-01","-0.5215294954","-0.441048359"," 0.118687692"," 0.196703219","-0.46474293"," 0.646233637"," 0.522454216","-0.3897237054","-0.5218773433","-0.50157259796","-0.0759851813","-0.14325388922","-0.2887443341","-0.409847649"," 0.04885886682"," 0.236659662","-0.457250612","-0.564964076"," 7.2254156e-02","-0.00915395983","-0.22395141444"," 1.3323705e-01","-0.37967444"," 3.1160714e-01"," 0.39044436852"
"15","Walking Upstairs","0.27018760","-0.0287523861","-0.116952465","-0.0260971840","-0.0040653604","-0.3797174881"," 0.91854481","-0.3149610125"," 0.0811803405","-0.95256240","-0.92764882","-0.92161848","0.072972433","-4.1736185e-03","-5.2587990e-03","-0.1869446645","-0.3118613569","-0.748809454"," 0.0903340030","-0.1547212893"," 0.09116814845","-0.415251318","-0.3302332351","-0.477365945","-0.144485987","-0.036541916","-0.0767242496","-0.525533950","-0.763053512","-0.6579076492","-0.00097139471","-0.136552217","-0.00097139471","-0.136552217","-0.3160503821","-0.313363553","-0.2012172740","-0.288429009","-0.663637118","-0.748954849","-0.074632843","-0.1019354328","-0.539591082","-0.0083824376","-0.0191328333","-0.349600353","-0.50501356021","-0.1497709078","-0.25096161374","-0.2370530733","-0.3381022167","-0.714554173","-0.2072316055","-0.3303914296","-0.7830045065","-0.4394995827","-4.6849686e-01","-0.3135148015","-0.361096857","-0.517025246","-0.485701746","-0.43722533","-0.243612269","-0.523744301","-0.2843666481","-0.4652097361","-0.21912288622","-0.1652421480","-0.25565934083","-0.2619566800","-0.391313399","-0.45369356625","-0.308585870","-0.731422358","-0.793104483"," 4.4357238e-02","-0.02217584281","-0.36635179250"," 1.6793023e-01","-0.69628265"," 3.0067603e-01","-0.03467002690"
"16","Walking Upstairs","0.25598610","-0.0143654945","-0.124074518","-0.3970838316","-0.1637327451","-0.1292838257"," 0.82687428","-0.0805926025","-0.3790596980","-0.94841355","-0.93365746","-0.90764956","0.076252668"," 1.7372933e-02"," 3.8053359e-02","-0.5210891402","-0.4256259373","-0.593411130"," 0.0718408878","-0.0486136790","-0.00779288022","-0.508087167","-0.5863828937","-0.365025170","-0.140908294","-0.029621130","-0.0354163001","-0.707264169","-0.774719066","-0.7171010220","-0.23399033157","-0.334795080","-0.23399033157","-0.334795080","-0.4832190500","-0.493067130","-0.3082605680","-0.518189646","-0.737705162","-0.797293228","-0.474984015","-0.2680638127","-0.335853041","-0.3696361410","-0.1663242391","-0.094561233","-0.43803114588","-0.2236449835","-0.30150824886","-0.5460888629","-0.4686052053","-0.565220841","-0.5380730902","-0.4171270124","-0.6201235865","-0.3322377275","-5.3579923e-01","-0.5195601122","-0.532399716","-0.642018064","-0.492427494","-0.50989603","-0.559600598","-0.387309490","-0.3806435994","-0.3119884600","-0.41978404176","-0.3706497382","-0.41892425608","-0.4755977178","-0.519931240","-0.63054667549","-0.532486722","-0.787833632","-0.825314327"," 2.3892753e-02"," 0.08087838290","-0.26990544824"," 1.7522285e-01","-0.54557664"," 1.3877310e-01"," 0.29349754471"
"17","Walking Upstairs","0.25260477","-0.0228645614","-0.121290442","-0.0629527541","-0.0131721014","-0.2302209542"," 0.85353057","-0.2841537533","-0.2981714642","-0.94946037","-0.91597347","-0.93015984","0.076804417"," 3.0835651e-02"," 7.5953385e-03","-0.2926658271","-0.3497918732","-0.657430836","-0.0304250571","-0.0548455941"," 0.05609313581","-0.496562733","-0.4930441252","-0.234402351","-0.142655398","-0.041449633","-0.0223482087","-0.606044344","-0.676722848","-0.6105862023","-0.01280622769","-0.102877730","-0.01280622769","-0.102877730","-0.3572338979","-0.390912450","-0.2351912491","-0.440837260","-0.637367491","-0.682311629","-0.139752221","-0.1175197356","-0.399923495","-0.0355381173","-0.0252781736","-0.204815710","-0.52923450906","-0.1566943746","-0.25832139413","-0.3602722258","-0.3770519287","-0.633017708","-0.2872190383","-0.3651142636","-0.6803257708","-0.5760440019","-4.7405600e-01","-0.5528229760","-0.416223018","-0.521435415","-0.324273713","-0.52446839","-0.481154120","-0.277891470","-0.2309338315","-0.2105515973","-0.34917857129","-0.1503056433","-0.21739317060","-0.3602998531","-0.437383108","-0.50406695688","-0.496444580","-0.669008764","-0.724155743"," 5.8995629e-02"," 0.06839325250","-0.02757958360"," 1.0562127e-01","-0.57254782"," 2.7999253e-01"," 0.23325887375"
"18","Walking Upstairs","0.26540120","-0.0222060684","-0.112655891","-0.3801682867","-0.2111551202","-0.3143733914"," 0.88333026","-0.3166199462","-0.1061125492","-0.96173881","-0.94205688","-0.90783972","0.081240203"," 2.1165469e-02"," 9.3589663e-03","-0.5632021347","-0.5679406386","-0.760829911","-0.0470683915","-0.0526133820"," 0.09067364784","-0.593841504","-0.5072970031","-0.433922212","-0.089995304","-0.052747261","-0.0692536211","-0.760689029","-0.828872171","-0.7189517579","-0.27914631276","-0.371841570","-0.27914631276","-0.371841570","-0.6014639483","-0.579330320","-0.3691086000","-0.528058134","-0.781652689","-0.835525128","-0.465097262","-0.3634507426","-0.522728377","-0.3506398409","-0.1905506382","-0.269571390","-0.51759684310","-0.2494486493","-0.40688528619","-0.5894105902","-0.5796502860","-0.736149274","-0.5753312524","-0.5855314329","-0.7847284303","-0.4420893771","-4.6604311e-01","-0.5124430883","-0.592323710","-0.649817267","-0.504364097","-0.60071130","-0.443429837","-0.466022431","-0.3042050406","-0.5027294129","-0.32233306645","-0.4365610645","-0.43621893345","-0.5744813966","-0.587926077","-0.65402908931","-0.533044636","-0.826193161","-0.860910992"," 1.4595702e-02"," 0.07094356101"," 0.04817839793","-1.2011384e-01","-0.63401300"," 3.0232724e-01"," 0.09698877874"
"19","Walking Upstairs","0.24211881","-0.0303986616","-0.151054608","-0.1287420952"," 0.1763499225","-0.1904685505"," 0.82942837","-0.3871007085","-0.2210087627","-0.91649599","-0.90104485","-0.83693567","0.083154508"," 5.6818586e-02"," 3.1668198e-02","-0.1742790558","-0.0128865484","-0.444282228"," 0.0388537088","-0.1345143206","-0.00023324822","-0.406800033","-0.1726332235","-0.110117175","-0.101806304","-0.034628846","-0.0533545876","-0.239376411","-0.492122219","-0.3754149830"," 0.01738119347","-0.177666828"," 0.01738119347","-0.177666828","-0.1141896059","-0.284060693","-0.0616157715","-0.264401443","-0.372790527","-0.507400290","-0.156879495"," 0.1118181642","-0.219644473","-0.1199347753"," 0.1325575808","-0.239980695","-0.34410173220"," 0.0197674162"," 0.04885129237","-0.2053226462","-0.0739283722","-0.380657123","-0.2172651781","-0.0131695876","-0.5077162057","-0.2739427442","-3.6434795e-01","-0.1875672714","-0.194485510","-0.225421817","-0.066129352","-0.47751475","-0.149925160","-0.207498124"," 0.0111728555","-0.1914997059","-0.15202952495","-0.0796287632","-0.36825349900","-0.1873913170","-0.434671250","-0.28884026785","-0.377132753","-0.477183914","-0.588289661"," 2.1709662e-02"," 0.00585621357","-0.23563580513","-4.3329309e-03","-0.54383052"," 3.5291762e-01"," 0.17935262350"
"20","Walking Upstairs","0.25209832","-0.0282258048","-0.121023948","-0.1160886760"," 0.1521963284","-0.2292494551"," 0.77709572","-0.4798948429","-0.1301176348","-0.93140501","-0.92459435","-0.90406409","0.083645126"," 6.5998263e-03","-2.4542099e-02","-0.1856953881","-0.2607897116","-0.513641207"," 0.0659193259","-0.1746509647"," 0.05870194185","-0.492701194","-0.1047221612"," 0.184119333","-0.148389169","-0.018981625","-0.0518985451","-0.471107678","-0.393988624","-0.2538670897"," 0.00872502461","-0.198269719"," 0.00872502461","-0.198269719","-0.2556112421","-0.239444370"," 0.0223302538","-0.253929986","-0.371928416","-0.455396069","-0.140439075","-0.0293832440","-0.318431522","-0.1084447596"," 0.1645467502","-0.242438965","-0.44849230276","-0.1556620863","-0.10908361602","-0.2561622646","-0.3121610990","-0.492755895","-0.1870907795","-0.2550082824","-0.5332017127","-0.4750015041","-5.5340727e-01","-0.4480636727","-0.372684354","-0.162341386"," 0.115076641","-0.53202173","-0.079046721"," 0.095476833","-0.1572686457","-0.2601349516","-0.26836773809","-0.2050092952","-0.32024101229","-0.2150140316","-0.280450027","-0.28662771682","-0.360948342","-0.450393446","-0.502821544"," 5.7724883e-03","-0.05503803127","-0.32160524294"," 9.3584597e-02","-0.47242054"," 4.2476123e-01"," 0.11423717788"
"21","Walking Upstairs","0.26519454","-0.0237218695","-0.125414265","-0.2408082823"," 0.1097874691","-0.2197079286"," 0.78117721","-0.4323096174","-0.3097350385","-0.94091164","-0.94152362","-0.93271625","0.104034223","-1.5629007e-02","-3.6011547e-02","-0.4240520147","-0.2032096657","-0.562052350"," 0.0626086889","-0.1556224314","-0.00546829764","-0.531909419","-0.4631368415"," 0.051715542","-0.144351493","-0.013202277","-0.0069406639","-0.573541839","-0.604469604","-0.5641492449","-0.08104531881","-0.278474284","-0.08104531881","-0.278474284","-0.3550476936","-0.404183876","-0.1689827211","-0.420236003","-0.577935643","-0.647723419","-0.319169340"," 0.0221598658","-0.321712974","-0.2131840480"," 0.0823434280","-0.227164173","-0.41799059662","-0.0961003618","-0.13643104081","-0.4368395804","-0.2050673013","-0.519815171","-0.4629728487","-0.2612610534","-0.6031273672","-0.2678170836","-2.9783083e-01","-0.3959049437","-0.446974007","-0.446691582","-0.155762355","-0.56096805","-0.478299637"," 0.013091635","-0.1449026497","-0.1018879334","-0.36044959002","-0.2578944491","-0.40335761170","-0.3554437066","-0.477721850","-0.47536988681","-0.483407096","-0.628915749","-0.700980410","-3.1592033e-02","-0.06649565206","-0.21755523809"," 1.6525811e-01","-0.46741494"," 3.8675852e-01"," 0.24109313660"
"22","Walking Upstairs","0.24839153","-0.0268622561","-0.117550862"," 0.0835738641"," 0.2500675237","-0.1096132163"," 0.88945438","-0.3368269100","-0.0957978990","-0.94063384","-0.94162022","-0.91315363","0.087717224"," 3.6708297e-02","-3.3616971e-02","-0.0085399268","-0.0575784545","-0.471703305"," 0.1349788079","-0.1814584145"," 0.01573592446","-0.301491710","-0.4894179088","-0.157758061","-0.148450081","-0.038131261","-0.0674570545","-0.396699215","-0.704255415","-0.5156977586"," 0.21028260833","-0.158757475"," 0.21028260833","-0.158757475","-0.0957840344","-0.087650161","-0.1280319236","-0.202558177","-0.568111869","-0.675633024","-0.055399649"," 0.1306865388","-0.228019952"," 0.1320488135"," 0.2300587722","-0.116753340","-0.21396827748","-0.0343404000","-0.03308897789","-0.0382449785","-0.0751829282","-0.414448876","-0.0677978520","-0.1060996136","-0.5285678026"," 0.0466071941","-2.7049768e-01","-0.1615613790","-0.195456993","-0.523943752","-0.199313066","-0.33813978","-0.473882072","-0.222431795","-0.2035421108","-0.1707892793","-0.14742913685","-0.0866905124","-0.33412622143","-0.0458020362","-0.151299836","-0.36990200000","-0.234023032","-0.667996003","-0.709870535"," 4.4086663e-02","-0.05928129581","-0.31293545405"," 8.7448414e-02","-0.65638844"," 3.1787594e-01"," 0.08912946922"
"23","Walking Upstairs","0.24999517","-0.0323844029","-0.126890617","-0.2438878185"," 0.0448435786"," 0.1008011894"," 0.84343881","-0.2144818082","-0.3559344500","-0.93334448","-0.91047456","-0.90206591","0.072364998"," 3.9986287e-02"," 1.5923417e-02","-0.3653986228","-0.3282250310","-0.408094020"," 0.0957940246","-0.1115643891","-0.03255575223","-0.550664577","-0.2936818612","-0.031730115","-0.109913094","-0.052394379","-0.0924998531","-0.548318882","-0.493514122","-0.5437654259","-0.01175368738","-0.271893714","-0.01175368738","-0.271893714","-0.3111438851","-0.362708849","-0.1565271488","-0.366732989","-0.504367151","-0.551275189","-0.272605690","-0.0769773945","-0.070577489","-0.2343095480"," 0.0380597405"," 0.104508756","-0.41695040028","-0.1880684138","-0.20350714825","-0.3656425132","-0.3262362876","-0.346605238","-0.4248775533","-0.3808944429","-0.4689563837","-0.2787078850","-3.5731984e-01","-0.4431713153","-0.430239229","-0.290447409","-0.163001294","-0.59043078","-0.301619977","-0.082252112","-0.0887030529","-0.1364614078","-0.41345241598","-0.2313826622","-0.41004764333","-0.3029680648","-0.454324845","-0.38038829222","-0.470491576","-0.518715650","-0.632659462"," 3.1065277e-02"," 0.03324547659","-0.31153182686"," 6.1466202e-02","-0.58536040"," 2.3235836e-01"," 0.27796228471"
"24","Walking Upstairs","0.26988111","-0.0251979435","-0.114248611","-0.3443993514","-0.1168044890","-0.2556010129"," 0.90636950","-0.2374984092","-0.2271348692","-0.96219057","-0.91669078","-0.93495294","0.086231010","-1.5081605e-02","-1.3235365e-02","-0.4987646722","-0.5152207522","-0.523807264"," 0.0883163772","-0.1059329473"," 0.02482907028","-0.577426409","-0.5685341246","-0.274596284","-0.146800846","-0.031735058","-0.0498427229","-0.640489538","-0.646644374","-0.6489753308","-0.22640282203","-0.306854470","-0.22640282203","-0.306854470","-0.4884876205","-0.441068690","-0.3344358398","-0.503929060","-0.658751629","-0.638180353","-0.395790554","-0.2524125420","-0.312792211","-0.3261655531","-0.1077876793","-0.283143443","-0.50246328254","-0.2717136466","-0.09992421152","-0.5156446173","-0.5276042436","-0.483390988","-0.5271047192","-0.5358433192","-0.5627271231","-0.3928312699","-5.0887672e-01","-0.4265300746","-0.503188685","-0.546620981","-0.372182912","-0.60294548","-0.586177824","-0.311996409","-0.1877078481","-0.0677441225","-0.34356967905","-0.3223009893","-0.40628337763","-0.4298007788","-0.459647798","-0.56466499475","-0.549070990","-0.646114670","-0.653876951","-1.9069456e-02","-0.00932266704","-0.19730229651"," 1.8238480e-01","-0.68291876"," 2.4712240e-01"," 0.18147991237"
"25","Walking Upstairs","0.27799541","-0.0269863524","-0.126210440","-0.4597756462","-0.2230868088","-0.2965239751"," 0.92769324","-0.2176412825"," 0.1082309867","-0.95087845","-0.93175827","-0.88272240","0.074004144"," 9.2551404e-03","-1.1690681e-02","-0.6636427463","-0.6271312357","-0.812458372"," 0.0556121923","-0.1094376581"," 0.09962273855","-0.489011795","-0.4336733838","-0.564195609","-0.126481161","-0.028145300","-0.0540452217","-0.693854902","-0.839699143","-0.7462682829","-0.30577219908","-0.480006650","-0.30577219908","-0.480006650","-0.6791608435","-0.674513060","-0.3186346998","-0.387754116","-0.777106027","-0.824883303","-0.521649839","-0.3801508054","-0.542931828","-0.4379757869","-0.1999884286","-0.237296741","-0.59336743303","-0.3795184551","-0.46351198414","-0.6682081565","-0.6408494249","-0.793266971","-0.6902136258","-0.6380860102","-0.8305266366","-0.4102941097","-6.0197142e-01","-0.6123892275","-0.476144999","-0.618579913","-0.575169716","-0.50011983","-0.349362688","-0.601112612","-0.3800373336","-0.5491032388","-0.25497124446","-0.5279075615","-0.53612029323","-0.6547951106","-0.703433693","-0.56715346985","-0.386612993","-0.822403906","-0.841061012"," 1.3704753e-02"," 0.02615195105","-0.20147943831"," 5.6269867e-02","-0.75012242"," 2.3373037e-01","-0.05455424179"
